eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
Perimeter_1,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,Large spotted frog and large dragonfly found at perimteter 1,Scotland,GB-SCT,Lochranza,,55.696973,-5.281513,WGS84,Perimeter_1_Syrphidae,HumanObservation,1,Hoverfly ,,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,family
Perimeter_1,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.696973,-5.281513,WGS84,Perimeter_1_Delphacidae,HumanObservation,1,planthopper,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,family
Perimeter_1,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.696973,-5.281513,WGS84,Perimeter_1_Leptopterna_ferrugata,HumanObservation,2,Grass bug,Leptopterna ferrugata,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_1,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.696973,-5.281513,WGS84,Perimeter_1_Neophilaenus_lineatus,HumanObservation,6,Lined spittlebug,Neophilaenus lineatus,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
Perimeter_1,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.696973,-5.281513,WGS84,Perimeter_1_Araneidae,HumanObservation,1,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Orthotylus_ericetorum,HumanObservation,1,Green mirid bug,Orthotylus ericetorum,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Delphacidae,HumanObservation,2,planthopper,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,family
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Neophilaenus_lineatus,HumanObservation,3,Lined spittlebug,Neophilaenus lineatus,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Leptopterna_ferrugata,HumanObservation,2,Grass bug,Leptopterna ferrugata,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Metellina_segmentata?,HumanObservation,1,Autumn spider,Metellina segmentata?,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,species
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Araneidae,HumanObservation,2,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
Perimeter_2,South ,Bog ,10,Sweep netting,"1h 45min. Opportunistic, swept 10 times every two steps along each 30 m transect",30,metre,09/11/2024,15:15,255,,Scotland,GB-SCT,Lochranza,,55.6968551,-5.2815532,WGS84,Perimeter_2_Araneidae,HumanObservation,2,Orb-weaver spider,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,family
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
