eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
NSTransect_1_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_3_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_1_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_4_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Trichoptera,HumanObservation,3,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Haplotaxida,HumanObservation,1,Freshwater Worm,,Animalia,Annelida,Clitellata,Haplotaxida,,order
NSTransect_2_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Plecoptera,HumanObservation,2,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_2_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Hemiptera,HumanObservation,1,True Water Bug,,Animalia,Arthropoda,Insecta,Hemiptera,,order
NSTransect_2_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_3_,HumanObservation,0,,,,,,,,
NSTransect_2_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_4_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_1_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_1_Polycladida,HumanObservation,1,Flatworm,,Animalia,Platyhelminthes,,Polycladida,,order
NSTransect_3_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_1_Onchidiacea,HumanObservation,1,Slug,,Animalia,Mollusca,Gastropoda,Onchidiacea,,order
NSTransect_3_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_2_Isopoda,HumanObservation,1,Water Slater,,Animalia,Arthropoda,Malacostraca,Isopoda,,order
NSTransect_3_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_3_Plecoptera,HumanObservation,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_3_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_3_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_3_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_4_Trichoptera,HumanObservation,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_4_Plecoptera,HumanObservation,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_3_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,,-5.2675,WGS84,NSTransect_3_subsample_4_Diptera,HumanObservation,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_4_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_1_Ptecoptera,HumanObservation,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Ptecoptera,,order
NSTransect_4_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_2_Odonata,HumanObservation,1,Dragonfly Larvae,,Animalia,Arthropoda,Insecta,Odonata,,order
NSTransect_4_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_3_Megaloptera,HumanObservation,1,Alderfly Larvae,,Animalia,Arthropoda,Insecta,Megaloptera,,order
NSTransect_4_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_3_Coleoptera,HumanObservation,1,Beetle Larvae,,Animalia,Arthropoda,Insecta,Coleoptera,,order
NSTransect_4_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_4_,HumanObservation,0,,,,,,,,
NSTransect_5_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Ephemeroptera,HumanObservation,6,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Ixodida,HumanObservation,2,Tick,,Animalia,Arthropoda,Arachnida,Ixodida,,order
NSTransect_5_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Plecoptera,HumanObservation,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_5_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Diptera,HumanObservation,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_5_subsample_1,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Trichoptera,HumanObservation,1,Caseless Caddis,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_5_subsample_2,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_2_,HumanObservation,0,,,,,,,,
NSTransect_5_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_3_Trichoptera,HumanObservation,2,Cased Caddis,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_5_subsample_3,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_3_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Diptera,HumanObservation,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_5_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Ephemeroptera,HumanObservation,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Plecoptera,HumanObservation,3,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_5_subsample_4,North,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,13/09/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Haplotaxids,HumanObservation,1,Freshwater Worm,,Animalia,Arthropoda,Insecta,Haplotaxids,,order
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
