eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
NHSTransect_8_BottomMiddle,North,Bracken,70,Sweep netting,10 sweeps with net taken every other step along 30m transect,30,metre,09/12/2024,14:45,256,"Opportunistic sampling; transects at high, low and middle zones aiming to represent dominant habitat types ",Scotland,GB-SCT,Lochranza,BottomMiddle,55.704654,-5.278392,WGS84,NHSTransect_8_BottomMiddle_Neophilaenus_lineatus,HumanObservation,1,Lined spittlebug,Neophilaenus lineatus,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
NHSTransect_8_BottomMiddle,North,Bracken,70,Sweep netting,10 sweeps with net taken every other step along 30m transect,30,metre,09/12/2024,14:45,256,"Opportunistic sampling; transects at high, low and middle zones aiming to represent dominant habitat types ",Scotland,GB-SCT,Lochranza,BottomMiddle,55.704654,-5.278392,WGS84,NHSTransect_8_BottomMiddle_Hymenoptera,HumanObservation,4,Parasitic wasp,,Animalia,Arthropoda,Insecta,Hymenoptera,,order
NHSTransect_9_BottomLeft,North,Bracken,70,Sweep netting,10 sweeps with net taken every other step along 30m transect,30,metre,09/12/2024,14:45,256,"Opportunistic sampling; transects at high, low and middle zones aiming to represent dominant habitat types ",Scotland,GB-SCT,Lochranza,BottomLeft,55.706622,-5.281071,WGS84,NHSTransect_9_BottomLeft_ ,HumanObservation,4,Parasitic wasp, ,Animalia,Arthropoda,Insecta,Hymenoptera,,order
NHSTransect_9_BottomLeft,North,Bracken,70,Sweep netting,10 sweeps with net taken every other step along 30m transect,30,metre,09/12/2024,14:45,256,"Opportunistic sampling; transects at high, low and middle zones aiming to represent dominant habitat types ",Scotland,GB-SCT,Lochranza,BottomLeft,55.706622,-5.281071,WGS84,NHSTransect_9_BottomLeft_Diptera,HumanObservation,1,Flies,,Animalia,Arthropoda,Insecta,Diptera,,order
NHSTransect_9_BottomLeft,North,Bracken,70,Sweep netting,10 sweeps with net taken every other step along 30m transect,30,metre,09/12/2024,14:45,256,"Opportunistic sampling; transects at high, low and middle zones aiming to represent dominant habitat types ",Scotland,GB-SCT,Lochranza,BottomLeft,55.706622,-5.281071,WGS84,NHSTransect_9_BottomLeft_Orthotylus ericetorum,HumanObservation,1,Green mirid bug,Orthotylus ericetorum,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,species
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
